createdat,createdby,modifiedat,modifiedby,groupname,hierlevel,valcount,descript,groupnameprev,versn
2025-08-27 22:33:22.284,DBULNES,2025-08-27 22:33:22.284,DBULNES,PUCA6232505001,6,0,X|X,235,""
2025-08-27 22:33:22.284,DBULNES,2025-08-27 22:33:22.284,DBULNES,236,5,1,Combustibles y Lubricantes,231,""
2025-08-27 22:33:22.284,DBULNES,2025-08-27 22:33:22.284,DBULNES,PUCA6232510001,6,0,X|X,236,""
2025-08-27 22:33:22.284,DBULNES,2025-08-27 22:33:22.284,DBULNES,237,5,1,Servicios,231,""
2025-08-27 22:33:22.284,DBULNES,2025-08-27 22:33:22.284,DBULNES,PUCA6232515001,6,0,X|X,237,""
2025-08-27 22:33:22.284,DBULNES,2025-08-27 22:33:22.284,DBULNES,238,5,1,Gastos Legales,231,""
2025-08-27 22:33:22.284,DBULNES,2025-08-27 22:33:22.284,DBULNES,PUCA6232520001,6,0,X|X,238,""
2025-08-27 22:33:22.284,DBULNES,2025-08-27 22:33:22.284,DBULNES,239,5,1,Gastos de Viaje,231,""
2025-08-27 22:33:22.284,DBULNES,2025-08-27 22:33:22.284,DBULNES,PUCA6232525001,6,0,X|X,239,""
2025-08-27 22:33:22.284,DBULNES,2025-08-27 22:33:22.284,DBULNES,240,5,1,Parqueos y Peajes,231,""
2025-08-27 22:33:22.284,DBULNES,2025-08-27 22:33:22.284,DBULNES,PUCA6232530001,6,0,X|X,240,""
2025-08-27 22:33:22.284,DBULNES,2025-08-27 22:33:22.284,DBULNES,241,5,1,Seguridad Industrial,231,""
2025-08-27 22:33:22.284,DBULNES,2025-08-27 22:33:22.284,DBULNES,PUCA6232535001,6,0,X|X,241,""
2025-08-27 22:33:22.284,DBULNES,2025-08-27 22:33:22.284,DBULNES,242,5,1,Bioseguridad,231,""
2025-08-27 22:33:22.284,DBULNES,2025-08-27 22:33:22.284,DBULNES,PUCA6232540001,6,0,X|X,242,""
2025-08-27 22:33:22.284,DBULNES,2025-08-27 22:33:22.284,DBULNES,243,5,1,Otros Gastos,231,""
2025-08-27 22:33:22.284,DBULNES,2025-08-27 22:33:22.284,DBULNES,PUCA6232545001,6,0,X|X,243,""
2025-08-27 22:33:22.284,DBULNES,2025-08-27 22:33:22.284,DBULNES,218,4,1,Mantenimiento y Reparaciones,203,""
2025-08-27 22:33:22.284,DBULNES,2025-08-27 22:33:22.284,DBULNES,217,5,1,Mantenimiento y Reparaciones,218,""
2025-08-27 22:33:22.284,DBULNES,2025-08-27 22:33:22.284,DBULNES,PUCA6233005001,6,0,X|X,217,""
2025-08-27 22:33:22.284,DBULNES,2025-08-27 22:33:22.284,DBULNES,219,4,1,Primas de Seguro,203,""
2025-08-27 22:33:22.284,DBULNES,2025-08-27 22:33:22.284,DBULNES,249,5,1,Primas de Seguro Daños,219,""
2025-08-27 22:33:22.284,DBULNES,2025-08-27 22:33:22.284,DBULNES,PUCA6233505001,6,0,X|X,249,""
2025-08-27 22:33:22.284,DBULNES,2025-08-27 22:33:22.284,DBULNES,220,4,1,"Depreciaciones, Amortización y Agotamien",203,""
2025-08-27 22:33:22.284,DBULNES,2025-08-27 22:33:22.284,DBULNES,250,5,1,Depreciación Propiedad Planta y Equipo,220,""
2025-08-27 22:33:22.284,DBULNES,2025-08-27 22:33:22.284,DBULNES,PUCA6234005001,6,0,X|X,250,""
2025-08-27 22:33:22.284,DBULNES,2025-08-27 22:33:22.284,DBULNES,251,5,1,Amortizacion Activos Intangibles,220,""
2025-08-27 22:33:22.284,DBULNES,2025-08-27 22:33:22.284,DBULNES,PUCA6234010001,6,0,X|X,251,""
2025-08-27 22:33:22.284,DBULNES,2025-08-27 22:33:22.284,DBULNES,252,5,1,Agotamiento Activo Biológico Sector Avíc,220,""
2025-08-27 22:33:22.284,DBULNES,2025-08-27 22:33:22.284,DBULNES,PUCA6234015001,6,0,X|X,252,""
2025-08-27 22:33:22.284,DBULNES,2025-08-27 22:33:22.284,DBULNES,29,2,1,CUENTAS DE CIERRE COSTOS DE PRODUCCIÓN,13,""
2025-08-27 22:33:22.284,DBULNES,2025-08-27 22:33:22.284,DBULNES,232,3,1,CUENTAS DE CIERRE COSTOS DE PRODUCCIÓN,29,""
2025-08-27 22:33:22.284,DBULNES,2025-08-27 22:33:22.284,DBULNES,233,4,1,Costos de Producción en Proceso (WIP),232,""
2025-08-27 22:33:22.284,DBULNES,2025-08-27 22:33:22.284,DBULNES,244,5,1,Ctas Cierre Costos de Prod Sector,233,""
2025-08-27 22:33:22.284,DBULNES,2025-08-27 22:33:22.284,DBULNES,PUCA6310505001,6,0,X|X,244,""
2025-08-27 22:33:22.284,DBULNES,2025-08-27 22:33:22.284,DBULNES,234,4,1,Variaciones Generales,232,""
2025-08-27 22:33:22.284,DBULNES,2025-08-27 22:33:22.284,DBULNES,246,5,1,Variaciones Generales,234,""
2025-08-27 22:33:22.284,DBULNES,2025-08-27 22:33:22.284,DBULNES,PUCA6311010001,6,0,X|X,246,""
2025-08-27 22:33:22.284,DBULNES,2025-08-27 22:33:22.284,DBULNES,14,1,1,GASTOS,ZBEC,""
2025-08-27 22:33:22.284,DBULNES,2025-08-27 22:33:22.284,DBULNES,30,2,1,GASTOS DE OPERACIÓN,14,""
2025-08-27 22:33:22.284,DBULNES,2025-08-27 22:33:22.284,DBULNES,245,3,1,"GASTOS DE ADMINISTRACIÓN, VENTAS Y DISTR",30,""
2025-08-27 22:33:22.284,DBULNES,2025-08-27 22:33:22.284,DBULNES,247,4,1,Remuneración A Empleados,245,""
2025-08-27 22:33:22.284,DBULNES,2025-08-27 22:33:22.284,DBULNES,263,5,1,Sueldos y Salarios,247,""
2025-08-27 22:33:22.284,DBULNES,2025-08-27 22:33:22.284,DBULNES,PUCA7110505001,6,0,X|X,263,""
2025-08-27 22:33:22.284,DBULNES,2025-08-27 22:33:22.284,DBULNES,264,5,1,Horas Extras,247,""
2025-08-27 22:33:22.284,DBULNES,2025-08-27 22:33:22.284,DBULNES,PUCA7110510001,6,0,X|X,264,""
2025-08-27 22:33:22.284,DBULNES,2025-08-27 22:33:22.284,DBULNES,265,5,1,Bonificaciones,247,""
2025-08-27 22:33:22.284,DBULNES,2025-08-27 22:33:22.284,DBULNES,PUCA7110515001,6,0,X|X,265,""
2025-08-27 22:33:22.284,DBULNES,2025-08-27 22:33:22.284,DBULNES,266,5,1,Comisiones,247,""
2025-08-27 22:33:22.284,DBULNES,2025-08-27 22:33:22.284,DBULNES,PUCA7110520001,6,0,X|X,266,""
2025-08-27 22:33:22.284,DBULNES,2025-08-27 22:33:22.284,DBULNES,248,4,1,Prestaciones Sociales,245,""
2025-08-27 22:33:22.284,DBULNES,2025-08-27 22:33:22.284,DBULNES,267,5,1,Obligaciones Laborales,248,""
2025-08-27 22:33:22.284,DBULNES,2025-08-27 22:33:22.284,DBULNES,PUCA7111005001,6,0,X|X,267,""
2025-08-27 22:33:22.284,DBULNES,2025-08-27 22:33:22.284,DBULNES,268,5,1,Aportes Patronales,248,""
2025-08-27 22:33:22.284,DBULNES,2025-08-27 22:33:22.284,DBULNES,PUCA7111010001,6,0,X|X,268,""
2025-08-27 22:33:22.284,DBULNES,2025-08-27 22:33:22.284,DBULNES,253,4,1,Gastos de Personal,245,""
2025-08-27 22:33:22.284,DBULNES,2025-08-27 22:33:22.284,DBULNES,269,5,1,Reclutamiento y Selección de Personal,253,""
2025-08-27 22:33:22.284,DBULNES,2025-08-27 22:33:22.284,DBULNES,PUCA7111505001,6,0,X|X,269,""
2025-08-27 22:33:22.284,DBULNES,2025-08-27 22:33:22.284,DBULNES,270,5,1,Beneficios Laborales,253,""
2025-08-27 22:33:22.284,DBULNES,2025-08-27 22:33:22.284,DBULNES,PUCA7111510001,6,0,X|X,270,""
2025-08-27 22:33:22.284,DBULNES,2025-08-27 22:33:22.284,DBULNES,271,5,1,Clima Organizacional,253,""
2025-08-27 22:33:22.284,DBULNES,2025-08-27 22:33:22.284,DBULNES,PUCA7111515001,6,0,X|X,271,""
2025-08-27 22:33:22.284,DBULNES,2025-08-27 22:33:22.284,DBULNES,272,5,1,Capacitación del Personal,253,""
2025-08-27 22:33:22.284,DBULNES,2025-08-27 22:33:22.284,DBULNES,PUCA7111520001,6,0,X|X,272,""
2025-08-27 22:33:22.284,DBULNES,2025-08-27 22:33:22.284,DBULNES,273,5,1,Otros Gastos Del Personal,253,""
2025-08-27 22:33:22.284,DBULNES,2025-08-27 22:33:22.284,DBULNES,PUCA7111525001,6,0,X|X,273,""
2025-08-27 22:33:22.284,DBULNES,2025-08-27 22:33:22.284,DBULNES,254,4,1,Alquileres y Arrendamientos,245,""
2025-08-27 22:33:22.284,DBULNES,2025-08-27 22:33:22.284,DBULNES,274,5,1,Bienes Inmuebles,254,""
2025-08-27 22:33:22.284,DBULNES,2025-08-27 22:33:22.284,DBULNES,PUCA7112005001,6,0,X|X,274,""
2025-08-27 22:33:22.284,DBULNES,2025-08-27 22:33:22.284,DBULNES,275,5,1,Bienes Muebles,254,""
2025-08-27 22:33:22.284,DBULNES,2025-08-27 22:33:22.284,DBULNES,PUCA7112010001,6,0,X|X,275,""
2025-08-27 22:33:22.284,DBULNES,2025-08-27 22:33:22.284,DBULNES,255,4,1,Impuestos y Contribuciones,245,""
2025-08-27 22:33:22.284,DBULNES,2025-08-27 22:33:22.284,DBULNES,276,5,1,Impuestos,255,""
2025-08-27 22:33:22.284,DBULNES,2025-08-27 22:33:22.284,DBULNES,PUCA7112505001,6,0,X|X,276,""
2025-08-27 22:33:22.284,DBULNES,2025-08-27 22:33:22.284,DBULNES,277,5,1,Tasas y Arbitrios,255,""
2025-08-27 22:33:22.284,DBULNES,2025-08-27 22:33:22.284,DBULNES,PUCA7112510001,6,0,X|X,277,""
2025-08-27 22:33:22.284,DBULNES,2025-08-27 22:33:22.284,DBULNES,256,4,1,Servicios de Terceros,245,""
2025-08-27 22:33:22.284,DBULNES,2025-08-27 22:33:22.284,DBULNES,278,5,1,Honorarios Profesionales,256,""
2025-08-27 22:33:22.284,DBULNES,2025-08-27 22:33:22.284,DBULNES,PUCA7113005001,6,0,X|X,278,""
2025-08-27 22:33:22.284,DBULNES,2025-08-27 22:33:22.284,DBULNES,279,5,1,Servicios de Apoyo,256,""
2025-08-27 22:33:22.284,DBULNES,2025-08-27 22:33:22.284,DBULNES,PUCA7113010001,6,0,X|X,279,""
2025-08-27 22:33:22.284,DBULNES,2025-08-27 22:33:22.284,DBULNES,257,4,1,Gastos Generales,245,""
2025-08-27 22:33:22.284,DBULNES,2025-08-27 22:33:22.284,DBULNES,280,5,1,Materiales y Suministros,257,""
2025-08-27 22:33:22.284,DBULNES,2025-08-27 22:33:22.284,DBULNES,PUCA7113505001,6,0,X|X,280,""
